workclass,education,education-years,marital,occupation,relationship,race,sex,hours-per-week,natice-country,income
 Private, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,40, United-States, <=50K
 Self-emp-inc, Bachelors,13, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Male,35, Taiwan, <=50K
 Private, 5th-6th,3, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States, <=50K
 Local-gov, HS-grad,9, Widowed, Exec-managerial, Not-in-family, White, Male,40, United-States, <=50K
 Local-gov, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States, <=50K
 Private, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,99, United-States, <=50K
 Federal-gov, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male,40, United-States, <=50K
 Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States, >50K
 Private, Some-college,10, Never-married, Sales, Own-child, White, Female,25, United-States, <=50K
 Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, <=50K
 State-gov, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, Germany, >50K
 Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
 Private, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,40, United-States, <=50K
 Private, Some-college,10, Never-married, Sales, Other-relative, White, Male,35, United-States, <=50K
 Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,80, United-States, >50K
 Private, 10th,6, Never-married, Handlers-cleaners, Not-in-family, White, Female,34, United-States, <=50K
 Private, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,40, Nicaragua, <=50K
 Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,60, United-States, <=50K
 Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,55, United-States, <=50K
 Self-emp-not-inc, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,60, Mexico, >50K
 Local-gov, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, Black, Male,30, Puerto-Rico, <=50K
 Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,36, United-States, <=50K
 Private, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,40, United-States, >50K
 Self-emp-inc, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Female,20, United-States, <=50K
 Private, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Female,45, United-States, <=50K
 Private, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,40, United-States, <=50K
 Private, Some-college,10, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,30, India, <=50K
 Local-gov, HS-grad,9, Married-civ-spouse, Other-service, Other-relative, White, Male,40, United-States, <=50K
 Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, United-States, >50K
 State-gov, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Male,45, United-States, <=50K
 Local-gov, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female,13, United-States, <=50K
 Private, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, >50K
 Local-gov, Masters,14, Separated, Prof-specialty, Unmarried, White, Female,70, United-States, <=50K
 Local-gov, Assoc-voc,11, Never-married, Protective-serv, Not-in-family, Black, Female,60, United-States, >50K
 Private, 11th,7, Never-married, Craft-repair, Own-child, White, Male,35, United-States, <=50K
 Private, Assoc-voc,11, Divorced, Prof-specialty, Unmarried, White, Female,44, United-States, <=50K
 Private, HS-grad,9, Married-AF-spouse, Sales, Husband, White, Male,55, United-States, <=50K
 Private, Some-college,10, Divorced, Craft-repair, Own-child, White, Male,40, United-States, <=50K
 Private, HS-grad,9, Never-married, Transport-moving, Own-child, White, Female,15, United-States, <=50K
 Private, Bachelors,13, Never-married, Other-service, Not-in-family, White, Male,40, United-States, <=50K
 Private, Assoc-voc,11, Never-married, Tech-support, Own-child, White, Female,25, United-States, <=50K
 Self-emp-not-inc, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,45, England, <=50K
 Local-gov, Masters,14, Divorced, Other-service, Unmarried, Black, Female,40, United-States, <=50K
 Private, 11th,7, Divorced, Sales, Other-relative, White, Female,40, United-States, <=50K
 Private, Assoc-acdm,12, Never-married, Tech-support, Not-in-family, Black, Male,40, England, >50K
 Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, United-States, <=50K
 Local-gov, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
 Private, HS-grad,9, Never-married, Other-service, Other-relative, White, Female,40, United-States, <=50K
 Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,32, United-States, >50K
 Local-gov, Assoc-acdm,12, Divorced, Adm-clerical, Not-in-family, White, Female,30, United-States, <=50K
 Self-emp-not-inc, Some-college,10, Divorced, Sales, Not-in-family, White, Female,60, United-States, <=50K
 State-gov, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,24, United-States, <=50K
 Private, 11th,7, Married-civ-spouse, Transport-moving, Husband, Black, Male,40, United-States, <=50K
 Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,45, United-States, <=50K
 Private, Some-college,10, Divorced, Other-service, Not-in-family, White, Female,40, United-States, <=50K
 Private, HS-grad,9, Never-married, Craft-repair, Other-relative, White, Male,40, United-States, <=50K
 Private, 9th,5, Divorced, Other-service, Other-relative, White, Female,35, United-States, <=50K
 Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States, <=50K
 Private, HS-grad,9, Never-married, Other-service, Own-child, White, Male,20, United-States, <=50K
 Local-gov, 11th,7, Married-civ-spouse, Other-service, Wife, White, Female,25, United-States, <=50K
 Private, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,30, United-States, >50K
 Private, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
 Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,40, England, <=50K
 Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, >50K
 Private, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,40, United-States, <=50K
 Private, HS-grad,9, Widowed, Craft-repair, Unmarried, White, Male,40, United-States, >50K
 Private, HS-grad,9, Divorced, Handlers-cleaners, Not-in-family, White, Male,40, United-States, <=50K
 Self-emp-not-inc, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
 Private, Some-college,10, Never-married, Sales, Own-child, White, Female,35, United-States, <=50K
 Private, Assoc-voc,11, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,40, United-States, <=50K
 Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States, >50K
 Private, Bachelors,13, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,40, United-States, >50K
 Self-emp-not-inc, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K
 Private, Assoc-acdm,12, Widowed, Tech-support, Unmarried, White, Male,40, United-States, >50K
 Local-gov, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,40, United-States, <=50K
 Private, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,25, United-States, <=50K
 Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, >50K
 Private, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
 Local-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, <=50K
 Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,45, United-States, <=50K
 Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, >50K
 Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States, <=50K
 Private, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, >50K
 Self-emp-inc, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, >50K
 Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,44, United-States, >50K
 State-gov, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,49, United-States, >50K
 Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,40, United-States, <=50K
 Local-gov, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,45, United-States, <=50K
 Private, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
 Self-emp-inc, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, <=50K
 Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, <=50K
 Private, HS-grad,9, Never-married, Other-service, Unmarried, Black, Female,40, United-States, <=50K
 Private, Assoc-acdm,12, Never-married, Tech-support, Not-in-family, White, Female,40, United-States, <=50K
 Private, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,35, United-States, <=50K
 Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,66, United-States, >50K
 Private, 10th,6, Never-married, Handlers-cleaners, Not-in-family, White, Male,40, United-States, <=50K
 Private, Some-college,10, Separated, Adm-clerical, Unmarried, Black, Female,40, United-States, <=50K
 Private, HS-grad,9, Divorced, Other-service, Not-in-family, White, Male,40, United-States, <=50K
 Private, 10th,6, Never-married, Other-service, Own-child, White, Male,12, United-States, <=50K
 Local-gov, 10th,6, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States, <=50K
 Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States, <=50K
 Private, Doctorate,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States, >50K
 Private, 9th,5, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,50, United-States, <=50K
 Private, HS-grad,9, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,48, United-States, >50K
 Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, Canada, <=50K
 Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, United-States, <=50K
 Private, HS-grad,9, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,60, United-States, <=50K
 Private, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,40, United-States, <=50K
 Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States, >50K
 Private, HS-grad,9, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,40, United-States, <=50K
 Private, 10th,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
 Private, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, Black, Male,50, United-States, <=50K
 Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Sales, Other-relative, White, Male,45, United-States, <=50K
 Private, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, Puerto-Rico, <=50K
 Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,45, United-States, >50K
 Private, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,36, United-States, <=50K
 Self-emp-not-inc, HS-grad,9, Never-married, Other-service, Own-child, White, Male,53, United-States, <=50K
 Private, Assoc-acdm,12, Never-married, Handlers-cleaners, Own-child, White, Male,32, United-States, <=50K
 Private, HS-grad,9, Separated, Machine-op-inspct, Unmarried, White, Male,40, United-States, <=50K
 Private, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,38, United-States, >50K
 Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
 Private, HS-grad,9, Widowed, Machine-op-inspct, Not-in-family, White, Female,40, United-States, <=50K
 Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, <=50K
 Self-emp-inc, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,20, United-States, >50K
 Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,48, United-States, >50K
 Self-emp-not-inc, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Male,40, United-States, <=50K
 State-gov, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,40, United-States, <=50K
 Private, HS-grad,9, Never-married, Other-service, Own-child, White, Male,40, United-States, <=50K
 Private, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,15, United-States, <=50K
 Private, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
 Local-gov, Some-college,10, Married-civ-spouse, Other-service, Other-relative, White, Male,40, United-States, <=50K
 Private, HS-grad,9, Never-married, Other-service, Unmarried, Black, Female,25, United-States, <=50K
 Private, HS-grad,9, Never-married, Sales, Own-child, White, Female,23, United-States, <=50K
 Private, Some-college,10, Divorced, Prof-specialty, Unmarried, White, Female,40, United-States, <=50K
 Private, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,40, United-States, <=50K
 Private, Assoc-acdm,12, Never-married, Other-service, Not-in-family, White, Female,25, United-States, <=50K
 Private, 9th,5, Married-civ-spouse, Other-service, Husband, White, Male,40, Mexico, <=50K
 State-gov, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,8, United-States, <=50K
 Private, Assoc-acdm,12, Never-married, Adm-clerical, Unmarried, White, Female,32, United-States, <=50K
 Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,35, United-States, <=50K
 Local-gov, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,60, United-States, <=50K
 Without-pay, Some-college,10, Married-civ-spouse, Farming-fishing, Own-child, White, Male,65, United-States, <=50K
 State-gov, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, >50K
 Private, 9th,5, Never-married, Other-service, Own-child, Black, Female,40, United-States, <=50K
 Private, Masters,14, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States, >50K
 Private, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Wife, White, Female,40, United-States, <=50K
 Private, Some-college,10, Never-married, Sales, Own-child, White, Male,15, United-States, <=50K
 Private, Some-college,10, Divorced, Sales, Not-in-family, White, Male,30, United-States, <=50K
 Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
 Private, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, >50K
 Private, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, Mexico, <=50K
 Private, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,40, United-States, <=50K
 Private, Some-college,10, Never-married, Transport-moving, Own-child, White, Male,40, United-States, <=50K
 Private, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Male,50, United-States, <=50K
 Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, Black, Male,25, United-States, <=50K
 Private, Some-college,10, Never-married, Prof-specialty, Own-child, White, Male,24, United-States, <=50K
 Private, 10th,6, Married-civ-spouse, Transport-moving, Husband, Black, Male,40, United-States, <=50K
 Private, 10th,6, Never-married, Craft-repair, Not-in-family, White, Male,30, United-States, <=50K
 Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,55, United-States, <=50K
 State-gov, Masters,14, Divorced, Protective-serv, Not-in-family, White, Male,72, United-States, <=50K
 Private, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Male,40, United-States, <=50K
 Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States, <=50K
 Private, Assoc-voc,11, Divorced, Sales, Unmarried, White, Female,40, United-States, <=50K
 Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, >50K
 Private, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, >50K
 Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, Black, Male,40, Jamaica, <=50K
 Private, Some-college,10, Separated, Craft-repair, Not-in-family, White, Male,41, United-States, <=50K
 Self-emp-inc, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States, <=50K
 Private, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Wife, White, Female,40, United-States, <=50K
 Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Black, Male,40, United-States, >50K
 Local-gov, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States, <=50K
 Self-emp-not-inc, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,42, United-States, <=50K
 Private, Some-college,10, Never-married, Sales, Not-in-family, White, Male,30, United-States, <=50K
 Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
 Private, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States, <=50K
 Private, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Male,25, United-States, <=50K
 Private, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,24, United-States, >50K
 Private, 10th,6, Never-married, Sales, Own-child, White, Female,20, United-States, <=50K
 Local-gov, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,40, United-States, <=50K
 Private, HS-grad,9, Never-married, Other-service, Other-relative, Black, Female,40, United-States, <=50K
 Private, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, Mexico, <=50K
 Private, 11th,7, Married-civ-spouse, Prof-specialty, Husband, White, Male,60, United-States, <=50K
 Private, HS-grad,9, Separated, Other-service, Not-in-family, White, Female,40, United-States, <=50K
 Private, 1st-4th,2, Married-civ-spouse, Craft-repair, Husband, White, Male,40, Mexico, <=50K
 Private, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States, >50K
 Private, Some-college,10, Divorced, Machine-op-inspct, Own-child, White, Male,40, United-States, <=50K
 Private, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
 Private, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,40, United-States, <=50K
 Local-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States, >50K
 Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,50, United-States, >50K
 State-gov, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Male,40, United-States, <=50K
 State-gov, Bachelors,13, Never-married, Other-service, Not-in-family, White, Female,50, United-States, <=50K
 Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, <=50K
 Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States, <=50K
 Private, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,40, United-States, <=50K
 Local-gov, Assoc-voc,11, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States, <=50K
 Private, HS-grad,9, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,40, South, <=50K
 Private, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female,46, United-States, <=50K
 Private, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
 Private, 12th,8, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
 State-gov, Some-college,10, Married-spouse-absent, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,38, Philippines, <=50K
 State-gov, Bachelors,13, Divorced, Adm-clerical, Not-in-family, White, Male,40, United-States, <=50K
 Private, HS-grad,9, Never-married, Priv-house-serv, Not-in-family, White, Female,50, United-States, <=50K
 Self-emp-not-inc, 5th-6th,3, Married-civ-spouse, Other-service, Husband, White, Male,15, El-Salvador, <=50K
 Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
 Private, 11th,7, Never-married, Other-service, Other-relative, White, Male,30, United-States, <=50K
 State-gov, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States, <=50K
 Federal-gov, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,48, United-States, <=50K
 Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States, >50K
 Private, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,40, United-States, >50K
 Private, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,40, China, <=50K
 Private, Some-college,10, Separated, Transport-moving, Unmarried, White, Male,51, United-States, >50K
 Private, HS-grad,9, Separated, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
 Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,50, United-States, >50K
 Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, Black, Female,40, United-States, <=50K
 Private, Bachelors,13, Never-married, Exec-managerial, Own-child, Black, Female,40, United-States, <=50K
 Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,43, United-States, <=50K
 Private, HS-grad,9, Married-spouse-absent, Exec-managerial, Unmarried, White, Female,10, United-States, <=50K
 Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, >50K
 Local-gov, Bachelors,13, Never-married, Prof-specialty, Other-relative, White, Female,50, United-States, <=50K
 Private, 10th,6, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States, <=50K
 State-gov, Some-college,10, Never-married, Tech-support, Own-child, White, Male,10, United-States, <=50K
 Private, 9th,5, Separated, Other-service, Not-in-family, Black, Female,30, United-States, <=50K
 Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,50, United-States, <=50K
 State-gov, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Male,12, United-States, <=50K
 Private, 11th,7, Never-married, Machine-op-inspct, Unmarried, White, Female,40, Nicaragua, <=50K
 Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,60, United-States, >50K
 Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,35, United-States, <=50K
 Self-emp-not-inc, 11th,7, Married-civ-spouse, Exec-managerial, Husband, White, Male,20, United-States, <=50K
 Private, 7th-8th,4, Separated, Sales, Unmarried, White, Female,35, United-States, <=50K
 Federal-gov, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K
 Local-gov, Bachelors,13, Divorced, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
 Local-gov, Some-college,10, Never-married, Protective-serv, Not-in-family, White, Male,40, United-States, >50K
 Private, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Male,70, United-States, <=50K
 Private, Some-college,10, Divorced, Other-service, Other-relative, Black, Male,24, United-States, <=50K
 Private, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, United-States, >50K
 Self-emp-not-inc, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, White, Male,30, United-States, <=50K
 Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States, >50K
 Private, HS-grad,9, Widowed, Other-service, Unmarried, White, Female,30, United-States, <=50K
 Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,40, United-States, <=50K
 Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,40, United-States, <=50K
 Self-emp-not-inc, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,45, United-States, >50K
 Self-emp-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,37, United-States, >50K
 Private, 11th,7, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States, <=50K
 Private, Some-college,10, Separated, Sales, Not-in-family, White, Male,80, United-States, >50K
 Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
 Private, HS-grad,9, Never-married, Other-service, Own-child, White, Male,25, United-States, <=50K
 Private, Some-college,10, Divorced, Adm-clerical, Not-in-family, Black, Female,40, United-States, <=50K
 Local-gov, Masters,14, Divorced, Prof-specialty, Unmarried, White, Female,60, United-States, <=50K
 Federal-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States, >50K
 Local-gov, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Wife, White, Female,45, United-States, >50K
 Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, <=50K
 Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, >50K
 Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, >50K
 Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
 Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, >50K
 Self-emp-not-inc, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K
 Private, HS-grad,9, Divorced, Tech-support, Not-in-family, White, Male,50, United-States, >50K
 Self-emp-inc, Some-college,10, Widowed, Sales, Unmarried, White, Female,40, United-States, <=50K
 Private, 9th,5, Married-civ-spouse, Protective-serv, Husband, White, Male,40, Guatemala, <=50K
 Private, HS-grad,9, Separated, Other-service, Not-in-family, White, Female,25, United-States, <=50K
 Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, >50K
 Self-emp-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, >50K
 Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,40, United-States, >50K
 Private, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,32, United-States, <=50K
 Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,70, United-States, <=50K
 Private, 10th,6, Never-married, Handlers-cleaners, Own-child, White, Male,39, United-States, <=50K
 Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States, <=50K
 Federal-gov, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States, >50K
 Private, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,55, United-States, >50K
 Private, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,40, United-States, <=50K
 State-gov, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,25, United-States, <=50K
 Private, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Female,40, United-States, <=50K
 Private, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,40, Guatemala, <=50K
 Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Other, Male,40, Iran, >50K
 Private, 12th,8, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,40, United-States, <=50K
 Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,45, United-States, <=50K
 Private, Bachelors,13, Separated, Exec-managerial, Unmarried, Black, Female,40, United-States, <=50K
 Private, HS-grad,9, Never-married, Prof-specialty, Own-child, White, Male,54, United-States, <=50K
 Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,40, United-States, >50K
 Private, Preschool,1, Never-married, Handlers-cleaners, Not-in-family, White, Male,25, United-States, <=50K
 Private, Assoc-voc,11, Never-married, Sales, Not-in-family, White, Female,38, United-States, <=50K
 Private, Bachelors,13, Divorced, Adm-clerical, Not-in-family, White, Female,45, United-States, <=50K
 Private, Some-college,10, Separated, Prof-specialty, Unmarried, White, Female,40, United-States, <=50K
